lat,lon,probability
54.5624,-8.0626,0.292
54.5624,-8.021,0.32
54.5624,-7.9793,0.325
54.5624,-7.9376,0.33
54.5624,-7.896,0.303
54.5624,-7.8543,0.262
54.5624,-7.8126,0.252
54.554,-8.1793,0.252
54.554,-8.1376,0.27
54.554,-8.096,0.268
54.554,-8.0543,0.295
54.554,-8.0126,0.33
54.554,-7.971,0.312
54.554,-7.9293,0.327
54.554,-7.8876,0.28
54.554,-7.846,0.252
54.5457,-8.196,0.252
54.5457,-8.1543,0.255
54.5457,-8.1126,0.252
54.5457,-8.071,0.315
54.5457,-8.0293,0.317
54.5457,-7.9876,0.305
54.5457,-7.946,0.317
54.5457,-7.9043,0.255
54.5457,-7.8626,0.257
54.5374,-8.2126,0.257
54.5374,-8.171,0.25
54.5374,-8.1293,0.27
54.5374,-8.0876,0.275
54.5374,-8.046,0.31
54.5374,-7.9376,0.308
54.5374,-7.896,0.27
54.529,-8.2376,0.245
54.529,-8.196,0.255
54.529,-8.1543,0.245
54.529,-8.1126,0.257
54.529,-8.071,0.312
54.529,-8.0293,0.315
54.5207,-8.2376,0.245
54.5207,-8.196,0.248
54.5207,-8.1543,0.25
54.5207,-8.1126,0.27
54.5207,-8.071,0.287
54.5124,-8.2376,0.25
54.5124,-8.196,0.25
54.5124,-8.1543,0.255
54.5124,-8.1126,0.245
54.5124,-8.071,0.285
54.504,-8.2043,0.245
54.504,-8.1626,0.25
54.504,-8.121,0.237
54.504,-8.0793,0.268
54.4957,-8.221,0.243
54.4957,-8.1793,0.235
54.4957,-8.1376,0.233
54.4957,-8.096,0.252
54.4874,-8.271,0.248
54.4874,-8.2293,0.237
54.4874,-8.1876,0.228
54.4874,-8.146,0.225
54.4874,-8.1043,0.235
54.479,-8.296,0.262
54.479,-8.2543,0.23
54.479,-8.2126,0.23
54.479,-8.171,0.233
54.479,-8.1293,0.228
54.4707,-8.321,0.245
54.4707,-8.2793,0.237
54.4707,-8.2376,0.228
54.4707,-8.196,0.237
54.4707,-8.1543,0.235
54.4624,-8.3543,0.233
54.4624,-8.3126,0.222
54.4624,-8.271,0.225
54.4624,-8.2293,0.262
54.4624,-8.1876,0.24
54.454,-8.4043,0.237
54.454,-8.3626,0.233
54.454,-8.321,0.22
54.454,-8.2793,0.235
54.454,-8.2376,0.28
54.454,-8.196,0.268
54.4457,-8.4626,0.243
54.4457,-8.421,0.237
54.4457,-8.3793,0.243
54.4457,-8.3376,0.22
54.4457,-8.296,0.23
54.4457,-8.2543,0.248
54.4457,-8.2126,0.282
54.4457,-8.171,0.275
54.4374,-8.4543,0.235
54.4374,-8.4126,0.235
54.4374,-8.371,0.25
54.4374,-8.3293,0.22
54.4374,-8.2876,0.225
54.4374,-8.246,0.255
54.4374,-8.2043,0.292
54.4374,-8.1626,0.287
54.429,-8.4543,0.228
54.429,-8.4126,0.235
54.429,-8.371,0.248
54.429,-8.3293,0.218
54.429,-8.2876,0.245
54.429,-8.246,0.262
54.429,-8.2043,0.278
54.429,-8.1626,0.285
54.4207,-8.4876,0.237
54.4207,-8.446,0.23
54.4207,-8.4043,0.245
54.4207,-8.3626,0.273
54.4207,-8.321,0.222
54.4207,-8.2793,0.278
54.4207,-8.2376,0.312
54.4207,-8.196,0.273
54.4207,-8.1543,0.298
54.4124,-8.5126,0.225
54.4124,-8.471,0.237
54.4124,-8.4293,0.243
54.4124,-8.3876,0.278
54.4124,-8.346,0.243
54.4124,-8.3043,0.233
54.4124,-8.2626,0.352
54.4124,-8.221,0.327
54.4124,-8.1793,0.298
54.4124,-8.1376,0.298
54.404,-8.521,0.23
54.404,-8.4793,0.228
54.404,-8.4376,0.25
54.404,-8.396,0.265
54.404,-8.3543,0.34
54.404,-8.3126,0.237
54.404,-8.271,0.303
54.404,-8.2293,0.365
54.404,-8.1876,0.35
54.404,-8.146,0.282
54.404,-8.1043,0.243
54.404,-7.0126,0.195
54.3957,-8.5376,0.233
54.3957,-8.496,0.23
54.3957,-8.4543,0.278
54.3957,-8.4126,0.298
54.3957,-8.371,0.347
54.3957,-8.3293,0.262
54.3957,-8.2876,0.31
54.3957,-8.246,0.387
54.3957,-8.2043,0.338
54.3957,-8.1626,0.305
54.3957,-8.121,0.233
54.3957,-7.0626,0.198
54.3957,-7.021,0.19
54.3874,-8.5876,0.17
54.3874,-8.546,0.222
54.3874,-8.5043,0.237
54.3874,-8.4626,0.303
54.3874,-8.421,0.355
54.3874,-8.3793,0.345
54.3874,-8.3376,0.287
54.3874,-8.296,0.243
54.3874,-8.2543,0.352
54.3874,-8.2126,0.387
54.3874,-8.171,0.292
54.3874,-8.1293,0.235
54.3874,-8.0876,0.225
54.3874,-7.046,0.19
54.3874,-7.0043,0.19
54.379,-8.6043,0.15
54.379,-8.5626,0.195
54.379,-8.521,0.237
54.379,-8.4793,0.275
54.379,-8.4376,0.39
54.379,-8.396,0.335
54.379,-8.3543,0.375
54.379,-8.3126,0.3
54.379,-8.271,0.298
54.379,-8.2293,0.398
54.379,-8.1876,0.36
54.379,-8.146,0.285
54.379,-8.1043,0.235
54.379,-7.0793,0.198
54.379,-7.0376,0.19
54.379,-6.996,0.192
54.379,-6.9543,0.2
54.3707,-8.596,0.168
54.3707,-8.5543,0.213
54.3707,-8.5126,0.237
54.3707,-8.471,0.31
54.3707,-8.4293,0.373
54.3707,-8.3876,0.382
54.3707,-8.346,0.395
54.3707,-8.3043,0.308
54.3707,-8.2626,0.26
54.3707,-8.221,0.363
54.3707,-8.1793,0.357
54.3707,-8.1376,0.282
54.3707,-8.096,0.233
54.3707,-7.1043,0.198
54.3707,-7.0626,0.198
54.3707,-7.021,0.183
54.3707,-6.9793,0.19
54.3707,-6.9376,0.203
54.3624,-8.621,0.153
54.3624,-8.5793,0.177
54.3624,-8.5376,0.237
54.3624,-8.496,0.24
54.3624,-8.4543,0.36
54.3624,-8.4126,0.39
54.3624,-8.371,0.37
54.3624,-8.3293,0.387
54.3624,-8.2876,0.3
54.3624,-8.246,0.257
54.3624,-8.2043,0.33
54.3624,-8.1626,0.343
54.3624,-8.121,0.298
54.3624,-8.0793,0.24
54.3624,-8.0376,0.237
54.3624,-7.0793,0.195
54.3624,-7.0376,0.195
54.3624,-6.996,0.19
54.3624,-6.9543,0.192
54.354,-8.6626,0.157
54.354,-8.621,0.15
54.354,-8.5793,0.185
54.354,-8.5376,0.23
54.354,-8.496,0.257
54.354,-8.4543,0.363
54.354,-8.4126,0.4
54.354,-8.371,0.38
54.354,-8.3293,0.38
54.354,-8.2876,0.315
54.354,-8.246,0.25
54.354,-8.2043,0.292
54.354,-8.1626,0.327
54.354,-8.121,0.32
54.354,-8.0793,0.262
54.354,-8.0376,0.235
54.354,-7.121,0.225
54.354,-7.0793,0.195
54.354,-7.0376,0.19
54.354,-6.996,0.185
54.354,-6.9543,0.192
54.354,-6.9126,0.203
54.3457,-8.6293,0.157
54.3457,-8.5876,0.24
54.3457,-8.546,0.23
54.3457,-8.5043,0.25
54.3457,-8.4626,0.335
54.3457,-8.421,0.343
54.3457,-8.3793,0.32
54.3457,-8.3376,0.36
54.3457,-8.296,0.308
54.3457,-8.2543,0.243
54.3457,-8.2126,0.24
54.3457,-8.171,0.305
54.3457,-8.1293,0.345
54.3457,-8.0876,0.295
54.3457,-8.046,0.245
54.3457,-8.0043,0.237
54.3457,-7.1126,0.207
54.3457,-7.071,0.195
54.3457,-7.0293,0.19
54.3457,-6.9876,0.19
54.3457,-6.946,0.192
54.3457,-6.9043,0.207
54.3374,-8.6293,0.24
54.3374,-8.5376,0.252
54.3374,-8.496,0.245
54.3374,-8.4543,0.252
54.3374,-8.4126,0.295
54.3374,-8.371,0.3
54.3374,-8.3293,0.312
54.3374,-8.2876,0.29
54.3374,-8.246,0.245
54.3374,-8.2043,0.235
54.3374,-8.1626,0.243
54.3374,-8.121,0.338
54.3374,-8.0793,0.32
54.3374,-8.0376,0.26
54.3374,-7.996,0.252
54.3374,-7.1543,0.268
54.3374,-7.1126,0.203
54.3374,-7.071,0.19
54.3374,-7.0293,0.185
54.3374,-6.9876,0.185
54.3374,-6.946,0.192
54.3374,-6.9043,0.203
54.329,-9.8043,0.278
54.329,-9.7626,0.285
54.329,-8.521,0.273
54.329,-8.4793,0.23
54.329,-8.4376,0.245
54.329,-8.396,0.312
54.329,-8.3543,0.305
54.329,-8.3126,0.282
54.329,-8.271,0.24
54.329,-8.2293,0.235
54.329,-8.1876,0.237
54.329,-8.146,0.237
54.329,-8.1043,0.355
54.329,-8.0626,0.315
54.329,-8.021,0.275
54.329,-7.9793,0.265
54.329,-7.1543,0.255
54.329,-7.1126,0.192
54.329,-7.071,0.19
54.329,-7.0293,0.183
54.329,-6.9876,0.185
54.329,-6.946,0.192
54.329,-6.9043,0.207
54.3207,-9.8293,0.265
54.3207,-9.7876,0.3
54.3207,-9.746,0.287
54.3207,-8.5126,0.268
54.3207,-8.471,0.23
54.3207,-8.4293,0.252
54.3207,-8.3876,0.363
54.3207,-8.346,0.305
54.3207,-8.3043,0.285
54.3207,-8.2626,0.252
54.3207,-8.221,0.23
54.3207,-8.1793,0.233
54.3207,-8.1376,0.235
54.3207,-8.096,0.3
54.3207,-8.0543,0.315
54.3207,-8.0126,0.28
54.3207,-7.971,0.273
54.3207,-7.146,0.225
54.3207,-7.1043,0.195
54.3207,-7.0626,0.183
54.3207,-7.021,0.188
54.3207,-6.9793,0.192
54.3207,-6.9376,0.198
54.3207,-6.896,0.21
54.3124,-9.8293,0.268
54.3124,-9.7876,0.29
54.3124,-9.746,0.285
54.3124,-9.7043,0.287
54.3124,-9.6626,0.282
54.3124,-9.621,0.298
54.3124,-9.5793,0.308
54.3124,-9.5376,0.28
54.3124,-9.496,0.262
54.3124,-9.3376,0.248
54.3124,-8.5543,0.23
54.3124,-8.5043,0.228
54.3124,-8.4626,0.235
54.3124,-8.421,0.252
54.3124,-8.3793,0.352
54.3124,-8.3376,0.343
54.3124,-8.296,0.265
54.3124,-8.2543,0.255
54.3124,-8.2126,0.225
54.3124,-8.171,0.235
54.3124,-8.1293,0.233
54.3124,-8.0876,0.278
54.3124,-8.046,0.327
54.3124,-8.0043,0.257
54.3124,-7.9626,0.26
54.3124,-7.1543,0.203
54.3124,-7.1126,0.198
54.3124,-7.071,0.18
54.3124,-7.0293,0.185
54.3124,-6.9876,0.188
54.3124,-6.946,0.195
54.3124,-6.9043,0.21
54.304,-9.8293,0.295
54.304,-9.7876,0.295
54.304,-9.746,0.292
54.304,-9.7043,0.295
54.304,-9.6626,0.287
54.304,-9.621,0.305
54.304,-9.5793,0.32
54.304,-9.5376,0.298
54.304,-9.496,0.282
54.304,-9.4543,0.285
54.304,-9.3543,0.25
54.304,-9.3126,0.255
54.304,-9.271,0.292
54.304,-8.5043,0.237
54.304,-8.4626,0.225
54.304,-8.421,0.235
54.304,-8.3793,0.298
54.304,-8.3376,0.347
54.304,-8.296,0.317
54.304,-8.2543,0.26
54.304,-8.2126,0.228
54.304,-8.171,0.218
54.304,-8.1293,0.237
54.304,-8.0876,0.24
54.304,-8.046,0.315
54.304,-8.0043,0.255
54.304,-7.9626,0.273
54.304,-7.171,0.198
54.304,-7.1293,0.19
54.304,-7.0876,0.18
54.304,-7.046,0.185
54.304,-7.0043,0.18
54.304,-6.9626,0.198
54.304,-6.921,0.203
54.304,-6.8793,0.21
54.2957,-9.821,0.287
54.2957,-9.7793,0.29
54.2957,-9.7376,0.295
54.2957,-9.696,0.3
54.2957,-9.6543,0.292
54.2957,-9.6126,0.322
54.2957,-9.571,0.305
54.2957,-9.5293,0.3
54.2957,-9.4876,0.312
54.2957,-9.446,0.282
54.2957,-9.4043,0.245
54.2957,-9.3626,0.262
54.2957,-9.321,0.252
54.2957,-9.2793,0.252
54.2957,-8.5043,0.26
54.2957,-8.4626,0.222
54.2957,-8.421,0.233
54.2957,-8.3793,0.26
54.2957,-8.3376,0.327
54.2957,-8.296,0.327
54.2957,-8.2543,0.255
54.2957,-8.2126,0.245
54.2957,-8.171,0.222
54.2957,-8.1293,0.23
54.2957,-8.0876,0.24
54.2957,-8.046,0.24
54.2957,-8.0043,0.225
54.2957,-7.9626,0.24
54.2957,-7.2043,0.198
54.2957,-7.1626,0.192
54.2957,-7.121,0.185
54.2957,-7.0793,0.188
54.2957,-7.0376,0.183
54.2957,-6.996,0.185
54.2957,-6.9543,0.192
54.2957,-6.9126,0.198
54.2957,-6.871,0.207
54.2874,-9.996,0.257
54.2874,-9.746,0.278
54.2874,-9.7043,0.285
54.2874,-9.6626,0.287
54.2874,-9.621,0.292
54.2874,-9.5793,0.315
54.2874,-9.5376,0.278
54.2874,-9.496,0.31
54.2874,-9.4543,0.305
54.2874,-9.4126,0.27
54.2874,-9.371,0.245
54.2874,-9.3293,0.25
54.2874,-9.2876,0.25
54.2874,-9.0376,0.218
54.2874,-8.996,0.22
54.2874,-8.9543,0.218
54.2874,-8.4793,0.255
54.2874,-8.4376,0.222
54.2874,-8.396,0.237
54.2874,-8.3543,0.257
54.2874,-8.3126,0.282
54.2874,-8.271,0.282
54.2874,-8.2293,0.303
54.2874,-8.1876,0.225
54.2874,-8.146,0.235
54.2874,-8.1043,0.25
54.2874,-8.0626,0.243
54.2874,-8.021,0.23
54.2874,-7.9793,0.235
54.2874,-7.9376,0.215
54.2874,-7.896,0.228
54.2874,-7.1626,0.185
54.2874,-7.121,0.185
54.2874,-7.0793,0.185
54.2874,-7.0376,0.18
54.2874,-6.996,0.185
54.2874,-6.9543,0.192
54.2874,-6.9126,0.2
54.2874,-6.871,0.205
54.279,-10.0043,0.262
54.279,-9.7793,0.278
54.279,-9.7376,0.265
54.279,-9.696,0.275
54.279,-9.6543,0.27
54.279,-9.6126,0.278
54.279,-9.571,0.29
54.279,-9.5293,0.295
54.279,-9.4876,0.287
54.279,-9.446,0.3
54.279,-9.4043,0.257
54.279,-9.3626,0.257
54.279,-9.321,0.233
54.279,-9.2793,0.25
54.279,-9.046,0.218
54.279,-9.0043,0.207
54.279,-8.9626,0.215
54.279,-8.921,0.22
54.279,-8.571,0.235
54.279,-8.5293,0.268
54.279,-8.446,0.222
54.279,-8.4043,0.228
54.279,-8.3626,0.25
54.279,-8.321,0.248
54.279,-8.2793,0.262
54.279,-8.2376,0.26
54.279,-8.196,0.248
54.279,-8.1543,0.25
54.279,-8.1126,0.262
54.279,-8.071,0.24
54.279,-8.0293,0.237
54.279,-7.9876,0.228
54.279,-7.946,0.215
54.279,-7.9043,0.23
54.279,-7.1626,0.183
54.279,-7.121,0.19
54.279,-7.0793,0.183
54.279,-7.0376,0.19
54.279,-6.996,0.198
54.279,-6.9543,0.192
54.279,-6.9126,0.205
54.2707,-10.0543,0.24
54.2707,-10.0126,0.262
54.2707,-9.971,0.3
54.2707,-9.846,0.27
54.2707,-9.7626,0.248
54.2707,-9.721,0.26
54.2707,-9.6793,0.27
54.2707,-9.6376,0.26
54.2707,-9.596,0.273
54.2707,-9.5543,0.27
54.2707,-9.5126,0.3
54.2707,-9.471,0.282
54.2707,-9.4293,0.27
54.2707,-9.3876,0.245
54.2707,-9.346,0.222
54.2707,-9.3043,0.23
54.2707,-9.2626,0.233
54.2707,-9.221,0.23
54.2707,-9.0376,0.2
54.2707,-8.996,0.198
54.2707,-8.9543,0.203
54.2707,-8.9126,0.2
54.2707,-8.6793,0.135
54.2707,-8.571,0.218
54.2707,-8.5293,0.228
54.2707,-8.4876,0.262
54.2707,-8.446,0.222
54.2707,-8.4043,0.228
54.2707,-8.3626,0.27
54.2707,-8.321,0.245
54.2707,-8.2793,0.262
54.2707,-8.2376,0.25
54.2707,-8.196,0.23
54.2707,-8.1543,0.25
54.2707,-8.1126,0.305
54.2707,-8.071,0.29
54.2707,-8.0293,0.24
54.2707,-7.9876,0.237
54.2707,-7.946,0.235
54.2707,-7.9043,0.262
54.2707,-7.171,0.188
54.2707,-7.1293,0.192
54.2707,-7.0876,0.185
54.2707,-7.046,0.192
54.2707,-7.0043,0.19
54.2707,-6.9626,0.192
54.2707,-6.921,0.2
54.2707,-6.8793,0.205
54.2624,-10.0376,0.245
54.2624,-9.996,0.28
54.2624,-9.9543,0.27
54.2624,-9.9126,0.26
54.2624,-9.8543,0.26
54.2624,-9.8126,0.3
54.2624,-9.7543,0.233
54.2624,-9.7126,0.27
54.2624,-9.671,0.233
54.2624,-9.6293,0.235
54.2624,-9.5876,0.24
54.2624,-9.546,0.248
54.2624,-9.5043,0.28
54.2624,-9.4626,0.245
54.2624,-9.421,0.273
54.2624,-9.3793,0.24
54.2624,-9.3376,0.228
54.2624,-9.296,0.215
54.2624,-9.2543,0.213
54.2624,-9.0626,0.183
54.2624,-9.021,0.192
54.2624,-8.9793,0.188
54.2624,-8.9376,0.192
54.2624,-8.896,0.18
54.2624,-8.8543,0.18
54.2624,-8.8126,0.18
54.2624,-8.771,0.183
54.2624,-8.7293,0.15
54.2624,-8.6876,0.127
54.2624,-8.596,0.205
54.2624,-8.5543,0.215
54.2624,-8.5126,0.222
54.2624,-8.471,0.248
54.2624,-8.4293,0.265
54.2624,-8.3876,0.28
54.2624,-8.346,0.26
54.2624,-8.3043,0.257
54.2624,-8.2626,0.255
54.2624,-8.221,0.235
54.2624,-8.1793,0.265
54.2624,-8.1376,0.285
54.2624,-8.096,0.365
54.2624,-8.0543,0.325
54.2624,-8.0126,0.29
54.2624,-7.971,0.25
54.2624,-7.9293,0.237
54.2624,-7.8876,0.27
54.2624,-7.1376,0.192
54.2624,-7.096,0.188
54.2624,-7.0543,0.192
54.2624,-7.0126,0.19
54.2624,-6.971,0.195
54.2624,-6.9293,0.2
54.2624,-6.8876,0.207
54.2624,-6.846,0.21
54.254,-10.046,0.24
54.254,-10.0043,0.287
54.254,-9.9626,0.275
54.254,-9.921,0.252
54.254,-9.8626,0.228
54.254,-9.821,0.282
54.254,-9.7793,0.252
54.254,-9.7376,0.23
54.254,-9.696,0.235
54.254,-9.6543,0.215
54.254,-9.6126,0.225
54.254,-9.571,0.235
54.254,-9.5293,0.26
54.254,-9.4876,0.257
54.254,-9.446,0.268
54.254,-9.4043,0.28
54.254,-9.3626,0.233
54.254,-9.321,0.195
54.254,-9.2793,0.2
54.254,-9.2376,0.218
54.254,-9.0543,0.185
54.254,-9.0126,0.185
54.254,-8.971,0.198
54.254,-8.9293,0.177
54.254,-8.8876,0.172
54.254,-8.846,0.175
54.254,-8.8043,0.172
54.254,-8.7626,0.162
54.254,-8.721,0.142
54.254,-8.6793,0.127
54.254,-8.6043,0.262
54.254,-8.5626,0.218
54.254,-8.521,0.228
54.254,-8.4793,0.245
54.254,-8.4376,0.26
54.254,-8.396,0.262
54.254,-8.3543,0.273
54.254,-8.3126,0.243
54.254,-8.271,0.243
54.254,-8.2293,0.225
54.254,-8.1876,0.25
54.254,-8.146,0.285
54.254,-8.1043,0.365
54.254,-8.0626,0.315
54.254,-8.021,0.36
54.254,-7.9793,0.26
54.254,-7.9376,0.252
54.254,-7.896,0.255
54.254,-7.1376,0.192
54.254,-7.096,0.19
54.254,-7.0543,0.195
54.254,-7.0126,0.19
54.254,-6.971,0.198
54.254,-6.9293,0.203
54.254,-6.8876,0.205
54.254,-6.846,0.21
54.2457,-10.071,0.237
54.2457,-10.0293,0.26
54.2457,-9.9876,0.262
54.2457,-9.946,0.273
54.2457,-9.9043,0.298
54.2457,-9.846,0.25
54.2457,-9.8043,0.295
54.2457,-9.7626,0.248
54.2457,-9.721,0.205
54.2457,-9.6793,0.205
54.2457,-9.6376,0.203
54.2457,-9.596,0.215
54.2457,-9.5543,0.218
54.2457,-9.5126,0.252
54.2457,-9.471,0.252
54.2457,-9.4293,0.25
54.2457,-9.3876,0.22
54.2457,-9.346,0.205
54.2457,-9.3043,0.183
54.2457,-9.2626,0.192
54.2457,-9.221,0.195
54.2457,-9.046,0.192
54.2457,-9.0043,0.19
54.2457,-8.9626,0.2
54.2457,-8.921,0.183
54.2457,-8.8793,0.175
54.2457,-8.8376,0.172
54.2457,-8.796,0.175
54.2457,-8.7543,0.147
54.2457,-8.7126,0.135
54.2457,-8.671,0.117
54.2457,-8.5543,0.207
54.2457,-8.5126,0.22
54.2457,-8.471,0.222
54.2457,-8.4293,0.248
54.2457,-8.3876,0.268
54.2457,-8.346,0.235
54.2457,-8.3043,0.24
54.2457,-8.2626,0.222
54.2457,-8.221,0.23
54.2457,-8.1793,0.237
54.2457,-8.1376,0.347
54.2457,-8.096,0.36
54.2457,-8.0543,0.282
54.2457,-8.0126,0.35
54.2457,-7.971,0.248
54.2457,-7.9293,0.25
54.2457,-7.8876,0.257
54.2457,-7.1293,0.19
54.2457,-7.0876,0.192
54.2457,-7.046,0.198
54.2457,-7.0043,0.19
54.2457,-6.9626,0.2
54.2457,-6.921,0.2
54.2457,-6.8793,0.205
54.2457,-6.8376,0.207
54.2374,-10.0626,0.24
54.2374,-10.021,0.275
54.2374,-9.9793,0.265
54.2374,-9.871,0.255
54.2374,-9.8293,0.265
54.2374,-9.7876,0.268
54.2374,-9.746,0.203
54.2374,-9.7043,0.228
54.2374,-9.6626,0.228
54.2374,-9.621,0.228
54.2374,-9.5793,0.222
54.2374,-9.5376,0.235
54.2374,-9.496,0.265
54.2374,-9.4543,0.257
54.2374,-9.4126,0.265
54.2374,-9.371,0.23
54.2374,-9.3293,0.185
54.2374,-9.2876,0.185
54.2374,-9.246,0.185
54.2374,-9.2043,0.237
54.2374,-9.046,0.2
54.2374,-9.0043,0.19
54.2374,-8.9626,0.185
54.2374,-8.921,0.185
54.2374,-8.8793,0.175
54.2374,-8.8376,0.172
54.2374,-8.796,0.177
54.2374,-8.7543,0.145
54.2374,-8.7126,0.13
54.2374,-8.671,0.123
54.2374,-8.6293,0.228
54.2374,-8.521,0.22
54.2374,-8.4793,0.22
54.2374,-8.4376,0.25
54.2374,-8.396,0.268
54.2374,-8.3543,0.235
54.2374,-8.3126,0.222
54.2374,-8.271,0.23
54.2374,-8.2293,0.228
54.2374,-8.1876,0.218
54.2374,-8.146,0.285
54.2374,-8.1043,0.377
54.2374,-8.0626,0.275
54.2374,-8.021,0.31
54.2374,-7.9793,0.27
54.2374,-7.9376,0.252
54.2374,-7.896,0.26
54.2374,-7.146,0.19
54.2374,-7.1043,0.188
54.2374,-7.0626,0.198
54.2374,-7.021,0.192
54.2374,-6.9793,0.195
54.2374,-6.9376,0.19
54.2374,-6.896,0.203
54.2374,-6.8543,0.207
54.229,-10.0876,0.265
54.229,-10.046,0.262
54.229,-10.0043,0.27
54.229,-9.8543,0.252
54.229,-9.8126,0.28
54.229,-9.771,0.235
54.229,-9.7293,0.213
54.229,-9.6876,0.237
54.229,-9.646,0.24
54.229,-9.6043,0.22
54.229,-9.5626,0.222
54.229,-9.521,0.237
54.229,-9.4793,0.25
54.229,-9.4376,0.268
54.229,-9.396,0.265
54.229,-9.3543,0.203
54.229,-9.3126,0.188
54.229,-9.271,0.195
54.229,-9.2293,0.198
54.229,-9.0793,0.18
54.229,-9.0376,0.177
54.229,-8.996,0.168
54.229,-8.9543,0.188
54.229,-8.9126,0.175
54.229,-8.871,0.165
54.229,-8.8293,0.172
54.229,-8.7876,0.172
54.229,-8.746,0.138
54.229,-8.7043,0.12
54.229,-8.6626,0.127
54.229,-8.621,0.218
54.229,-8.5043,0.225
54.229,-8.4626,0.252
54.229,-8.421,0.25
54.229,-8.3793,0.262
54.229,-8.3376,0.222
54.229,-8.296,0.22
54.229,-8.2543,0.22
54.229,-8.2126,0.228
54.229,-8.171,0.233
54.229,-8.1293,0.308
54.229,-8.0876,0.343
54.229,-8.046,0.26
54.229,-8.0043,0.243
54.229,-7.9626,0.235
54.229,-7.921,0.257
54.229,-7.8793,0.287
54.229,-7.1376,0.19
54.229,-7.096,0.195
54.229,-7.0543,0.198
54.229,-7.0126,0.188
54.229,-6.971,0.188
54.229,-6.9293,0.18
54.229,-6.8876,0.195
54.229,-6.846,0.21
54.2207,-10.0543,0.252
54.2207,-10.0126,0.29
54.2207,-9.8793,0.255
54.2207,-9.8376,0.26
54.2207,-9.796,0.24
54.2207,-9.7543,0.215
54.2207,-9.7126,0.228
54.2207,-9.671,0.245
54.2207,-9.6293,0.23
54.2207,-9.5876,0.215
54.2207,-9.546,0.228
54.2207,-9.5043,0.23
54.2207,-9.4626,0.252
54.2207,-9.421,0.26
54.2207,-9.3793,0.22
54.2207,-9.3376,0.175
54.2207,-9.296,0.172
54.2207,-9.2543,0.195
54.2207,-9.2126,0.233
54.2207,-9.0626,0.168
54.2207,-9.021,0.17
54.2207,-8.9793,0.177
54.2207,-8.9376,0.19
54.2207,-8.896,0.188
54.2207,-8.8543,0.165
54.2207,-8.8126,0.177
54.2207,-8.771,0.172
54.2207,-8.7293,0.138
54.2207,-8.6876,0.123
54.2207,-8.646,0.157
54.2207,-8.6043,0.245
54.2207,-8.496,0.215
54.2207,-8.4543,0.255
54.2207,-8.4126,0.233
54.2207,-8.371,0.235
54.2207,-8.3293,0.218
54.2207,-8.2876,0.218
54.2207,-8.246,0.222
54.2207,-8.2043,0.24
54.2207,-8.1626,0.228
54.2207,-8.121,0.245
54.2207,-8.0793,0.282
54.2207,-8.0376,0.222
54.2207,-7.996,0.233
54.2207,-7.9543,0.255
54.2207,-7.9126,0.252
54.2207,-7.871,0.338
54.2207,-7.1376,0.183
54.2207,-7.096,0.195
54.2207,-7.0543,0.198
54.2207,-7.0126,0.185
54.2207,-6.971,0.185
54.2207,-6.9293,0.19
54.2207,-6.8876,0.188
54.2207,-6.846,0.198
54.2207,-6.8043,0.185
54.2124,-10.0376,0.278
54.2124,-9.9793,0.282
54.2124,-9.8876,0.255
54.2124,-9.846,0.25
54.2124,-9.8043,0.273
54.2124,-9.7626,0.215
54.2124,-9.721,0.207
54.2124,-9.6793,0.262
54.2124,-9.6376,0.268
54.2124,-9.596,0.222
54.2124,-9.5543,0.237
54.2124,-9.5126,0.215
54.2124,-9.471,0.237
54.2124,-9.4293,0.252
54.2124,-9.3876,0.207
54.2124,-9.346,0.175
54.2124,-9.3043,0.172
54.2124,-9.2626,0.177
54.2124,-9.221,0.192
54.2124,-9.1043,0.175
54.2124,-9.0626,0.168
54.2124,-9.021,0.16
54.2124,-8.9793,0.185
54.2124,-8.9376,0.188
54.2124,-8.896,0.18
54.2124,-8.8543,0.183
54.2124,-8.8126,0.165
54.2124,-8.771,0.188
54.2124,-8.7293,0.155
54.2124,-8.6876,0.147
54.2124,-8.646,0.18
54.2124,-8.6043,0.23
54.2124,-8.4876,0.22
54.2124,-8.446,0.243
54.2124,-8.4043,0.225
54.2124,-8.3626,0.228
54.2124,-8.321,0.215
54.2124,-8.2793,0.228
54.2124,-8.2376,0.233
54.2124,-8.196,0.24
54.2124,-8.1543,0.205
54.2124,-8.1126,0.243
54.2124,-8.071,0.285
54.2124,-8.0293,0.222
54.2124,-7.9876,0.255
54.2124,-7.946,0.252
54.2124,-7.9043,0.26
54.2124,-7.8626,0.32
54.2124,-7.1543,0.183
54.2124,-7.1126,0.192
54.2124,-7.071,0.185
54.2124,-7.0293,0.18
54.2124,-6.9876,0.188
54.2124,-6.946,0.188
54.2124,-6.9043,0.188
54.2124,-6.8626,0.192
54.2124,-6.821,0.18
54.204,-10.071,0.262
54.204,-10.0293,0.252
54.204,-9.9376,0.233
54.204,-9.896,0.252
54.204,-9.8543,0.243
54.204,-9.8126,0.29
54.204,-9.771,0.243
54.204,-9.7293,0.205
54.204,-9.6876,0.25
54.204,-9.646,0.268
54.204,-9.6043,0.213
54.204,-9.5626,0.233
54.204,-9.521,0.218
54.204,-9.4793,0.205
54.204,-9.4376,0.225
54.204,-9.396,0.198
54.204,-9.3543,0.165
54.204,-9.3126,0.155
54.204,-9.271,0.183
54.204,-9.2293,0.175
54.204,-9.1293,0.18
